Place_name,Score,review,Link,Addr,Lat,Lng,Phone,Subcategory
홍대입구역 2호선,0,0,https://place.map.kakao.com/21160589,서울 마포구 양화로 지하 160,37.5568904093718,126.923674307594,02-6110-2391,수도권2호선
합정역 2호선,0,0,https://place.map.kakao.com/21160542,서울 마포구 양화로 지하 55,37.5501152068908,126.914638180431,02-6110-2381,수도권2호선
망원역 6호선,0,0,https://place.map.kakao.com/21160668,서울 마포구 월드컵로 지하 77,37.5560572923314,126.910033925408,02-6311-6211,수도권6호선
홍대입구역 공항철도,0,0,https://place.map.kakao.com/18294418,서울 마포구 양화로 지하 188,37.5574108322996,126.92696154839,1599-7788,공항철도
홍대입구역 경의중앙선,0,0,https://place.map.kakao.com/26352390,서울 마포구 양화로 지하 188,37.5574108322996,126.92696154839,1544-7788,경의중앙선
합정역 6호선,0,0,https://place.map.kakao.com/21160674,서울 마포구 양화로 지하 45,37.5491226824276,126.913544566078,02-6311-6221,수도권6호선
신촌역 2호선,0,0,https://place.map.kakao.com/21160531,서울 마포구 신촌로 지하 90,37.5554417865984,126.936119192554,02-6110-2401,수도권2호선
상수역 6호선,0,0,https://place.map.kakao.com/21160855,서울 마포구 독막로 지하 85,37.5477716665856,126.922409857908,02-6311-6231,수도권6호선
마포구청역 6호선,0,0,https://place.map.kakao.com/21160698,서울 마포구 월드컵로 지하 190,37.5634263131969,126.903356973848,02-6311-6201,수도권6호선
가좌역 경의중앙선,0,0,https://place.map.kakao.com/26352438,서울 서대문구 수색로 27,37.5688870324193,126.915149791265,02-373-1280,경의중앙선
광흥창역 6호선,0,0,https://place.map.kakao.com/21160700,서울 마포구 독막로 지하 165,37.5474860706906,126.931939240491,02-6311-6241,수도권6호선
서강대역 경의중앙선,0,0,https://place.map.kakao.com/26352318,서울 마포구 서강로 지하 118,37.5527051004675,126.934808313154,1544-7788,경의중앙선
월드컵경기장역 6호선,0,0,https://place.map.kakao.com/21160672,서울 마포구 월드컵로 지하 240,37.569942569034,126.899033325814,02-6311-6191,수도권6호선
당산역 2호선,0,0,https://place.map.kakao.com/21160580,서울 영등포구 당산로 229,37.534956866618,126.90273071003,02-6110-2371,수도권2호선
신촌역 경의중앙선,0,0,https://place.map.kakao.com/26352363,서울 서대문구 신촌역로 30,37.5598241279561,126.942386979371,1544-7788,경의중앙선
디지털미디어시티역 6호선,0,0,https://place.map.kakao.com/21160854,서울 은평구 수색로 지하 175,37.5771614352661,126.901928562926,02-6311-6181,수도권6호선
대흥역 6호선,0,0,https://place.map.kakao.com/21160764,서울 마포구 대흥로 지하 85,37.5476683544726,126.942465251709,02-6311-6251,수도권6호선
선유도역 9호선,0,0,https://place.map.kakao.com/7939160,서울 영등포구 양평로 지하 124,37.5381315240488,126.893420460707,02-2656-0912,수도권9호선
당산역 9호선,0,0,https://place.map.kakao.com/21161048,서울 영등포구 양평로 지하 40,37.5337405945415,126.902171452197,02-2656-0913,수도권9호선
이대역 2호선,0,0,https://place.map.kakao.com/21160628,서울 마포구 신촌로 지하 180,37.5567980142044,126.945758201019,02-6110-2411,수도권2호선
디지털미디어시티역 경의중앙선,0,0,https://place.map.kakao.com/27256382,서울 은평구 수색로 193,37.577876499679,126.900250572829,1544-7788,경의중앙선
신촌역사,0.0,2,https://place.map.kakao.com/10613385,서울 서대문구 신촌역로 30,37.5598241279561,126.942386979371,,"지하철,전철"
디지털미디어시티역 공항철도,0,0,https://place.map.kakao.com/27256221,서울 마포구 성암로 지하 184,37.5768239035855,126.899020186183,1599-7788,공항철도
국회의사당역 9호선 1번출구,0.0,0,https://place.map.kakao.com/11029254,서울 영등포구 여의도동 15-21,37.5290625432648,126.918084350985,,지하철출구
대머리퀵서비스 지하철택배,0.0,0,https://place.map.kakao.com/1046784454,서울 마포구 양화로 156 LG팰리스 1111호,37.5561130617043,126.923446601456,1644-5821,퀵서비스
논스톱지하철택배,0.0,0,https://place.map.kakao.com/11475287,서울 마포구 독막로 258 대흥빌딩 3층,37.5460682905312,126.942137188303,1644-8123,택배
