Place_name,Score,review,Link,Addr,Lat,Lng,Phone,Subcategory
CGV 홍대,2.0,37,https://place.map.kakao.com/25540042,서울 마포구 양화로 153 4층,37.5564943733388,126.922631917858,1544-1122,영화관
롯데시네마 홍대입구,2.7,27,https://place.map.kakao.com/7856282,서울 마포구 양화로 176 와이즈파크 8~10층,37.5572467836494,126.924986220455,1544-8855,영화관
롯데시네마 합정,4.0,15,https://place.map.kakao.com/17811672,서울 마포구 양화로 45,37.5515008030203,126.91395024016,1544-8855,영화관
메가박스 홍대,3.8,26,https://place.map.kakao.com/1365253252,서울 마포구 양화로 147 아일렉스 7층,37.5560489907799,126.922054171124,1544-0070,영화관
CGV 연남,3.5,22,https://place.map.kakao.com/1066689336,서울 마포구 양화로 186 LC TOWER 7층,37.5576684824211,126.92589313527,1544-1122,영화관
KT&G 상상마당시네마,4.0,0,https://place.map.kakao.com/21059836,서울 마포구 어울마당로 65 지하4층,37.5509576951977,126.921063042067,02-330-6243,영화관
CGV 신촌아트레온,3.3,52,https://place.map.kakao.com/20126041,서울 서대문구 신촌로 129 아트레온 2층,37.5565639285478,126.940328119434,1544-1122,영화관
메가박스 상암월드컵경기장,2.9,33,https://place.map.kakao.com/320786874,서울 마포구 월드컵로 240 월드컵몰 1층,37.5682884450841,126.897273034482,1544-0070,영화관
메가박스 신촌,3.6,24,https://place.map.kakao.com/10340258,서울 서대문구 신촌역로 30 밀레오레 5층,37.5598241279561,126.942386979371,1544-0070,영화관
라이카시네마,4.6,6,https://place.map.kakao.com/584284,서울 서대문구 연희로8길 18,37.5651674709792,126.930936157626,070-7780-0962,영화관
롯데시네마 상암(2025년오픈예정),5.0,0,https://place.map.kakao.com/1576195787,서울 마포구 상암동 1625,37.5748917880564,126.898887291522,,영화관
마실영화관,4.0,0,https://place.map.kakao.com/891782272,서울 마포구 월드컵로 212 마포구청 2층,37.5663128370109,126.901615668932,,영화관
필름포럼,3.9,7,https://place.map.kakao.com/17734296,서울 서대문구 성산로 527 하늬솔빌딩 A동 지하1층,37.5637750959193,126.944090214952,02-363-2537,영화관
아트하우스모모,4.7,9,https://place.map.kakao.com/10610128,서울 서대문구 이화여대길 52 이화여대 ECC 지하 4층 402호,37.5644645178259,126.950288837762,02-363-5333,영화관
멀티플렉스영화관,0.0,0,https://place.map.kakao.com/16051068,서울 서대문구 연세로9길 10-1 3층,37.5586229687702,126.936176800782,,멀티방
영화관 개방화장실,0.0,0,https://place.map.kakao.com/26332273,서울 마포구 월드컵로 240,37.5682884450841,126.897273034482,,화장실
